id_node,id,type,log_creation_time,catch_time,after_preprocess_time,server_catch_time,completion_time,size,id_server
kp98m,11,vectorized_logs,1710350502.884725,1710350502.8850262,1710350502.904519,1710350502.948025,1710350502.9482272,30726,rdffx
mhr2k,12,vectorized_logs,1710350502.9124517,1710350502.9128256,1710350502.9321656,1710350502.96189,1710350502.9620602,30631,rdffx
8vxwv,13,vectorized_logs,1710350502.915781,1710350502.9161997,1710350502.9357033,1710350502.9643774,1710350502.9645133,30618,rdffx
9jqpk,12,vectorized_logs,1710350502.91894,1710350502.9192672,1710350502.9386032,1710350502.9669175,1710350502.9670072,30631,rdffx
bkq55,11,vectorized_logs,1710350502.917823,1710350502.9181724,1710350502.9450157,1710350502.9695818,1710350502.9696708,30726,rdffx
g8zs6,12,vectorized_logs,1710350502.926688,1710350502.92701,1710350502.945975,1710350502.983032,1710350502.9831684,30631,rdffx
n56h5,11,vectorized_logs,1710350502.9260175,1710350502.9263542,1710350502.9461868,1710350502.9855533,1710350502.9856799,30726,rdffx
pdq5j,12,vectorized_logs,1710350502.9305267,1710350502.930825,1710350502.9504046,1710350502.9881296,1710350502.988214,30631,rdffx
5kqvf,13,vectorized_logs,1710350502.9346194,1710350502.9349434,1710350502.9545157,1710350502.9906466,1710350502.990707,30618,rdffx
fccqc,12,vectorized_logs,1710350502.9330626,1710350502.933444,1710350502.954914,1710350502.9932137,1710350502.9933026,30631,rdffx
kp98m,12,vectorized_logs,1710350502.935653,1710350502.9359496,1710350502.955424,1710350502.9957852,1710350502.9958696,30631,rdffx
mhr2k,13,vectorized_logs,1710350502.9631715,1710350502.9635146,1710350502.98287,1710350503.0092216,1710350503.0093274,30618,rdffx
8vxwv,14,vectorized_logs,1710350502.9666424,1710350502.967043,1710350502.9864993,1710350503.011664,1710350503.011749,30832,rdffx
9jqpk,13,vectorized_logs,1710350502.9694674,1710350502.9697914,1710350502.989695,1710350503.0252914,1710350503.0253794,30618,rdffx
bkq55,12,vectorized_logs,1710350502.9684408,1710350502.9688349,1710350502.993755,1710350503.0277503,1710350503.0278249,30631,rdffx
g8zs6,13,vectorized_logs,1710350502.977324,1710350502.9776468,1710350502.9971256,1710350503.0303383,1710350503.030469,30618,rdffx
n56h5,12,vectorized_logs,1710350502.9769115,1710350502.9773176,1710350502.997102,1710350503.0328753,1710350503.0330272,30631,rdffx
pdq5j,13,vectorized_logs,1710350502.9832835,1710350502.9836304,1710350503.003343,1710350503.0354595,1710350503.0355964,30618,rdffx
fccqc,13,vectorized_logs,1710350502.983735,1710350502.9841106,1710350503.0057416,1710350503.0380056,1710350503.0380738,30618,rdffx
5kqvf,14,vectorized_logs,1710350502.9858973,1710350502.986818,1710350503.0064144,1710350503.040502,1710350503.0405755,30832,rdffx
kp98m,13,vectorized_logs,1710350502.9865236,1710350502.9868402,1710350503.0065088,1710350503.0484004,1710350503.0485206,30618,rdffx
mhr2k,14,vectorized_logs,1710350503.0150766,1710350503.0154786,1710350503.0347226,1710350503.06748,1710350503.0675976,30832,rdffx
8vxwv,15,vectorized_logs,1710350503.0181136,1710350503.018466,1710350503.0378108,1710350503.069957,1710350503.0700357,30848,rdffx
9jqpk,14,vectorized_logs,1710350503.0201085,1710350503.0204833,1710350503.0395446,1710350503.072501,1710350503.0725398,30832,rdffx
bkq55,13,vectorized_logs,1710350503.0190647,1710350503.0195022,1710350503.0467215,1710350503.0751173,1710350503.0751672,30618,rdffx
g8zs6,14,vectorized_logs,1710350503.027852,1710350503.0281522,1710350503.0472507,1710350503.0776534,1710350503.0776968,30832,rdffx
n56h5,13,vectorized_logs,1710350503.0275338,1710350503.027914,1710350503.0473943,1710350503.0802767,1710350503.080341,30618,rdffx
pdq5j,14,vectorized_logs,1710350503.0338087,1710350503.0341525,1710350503.0538733,1710350503.0937316,1710350503.093834,30832,rdffx
5kqvf,15,vectorized_logs,1710350503.0364134,1710350503.036717,1710350503.056234,1710350503.0962865,1710350503.0963783,30848,rdffx
fccqc,14,vectorized_logs,1710350503.034763,1710350503.03511,1710350503.0568936,1710350503.0988607,1710350503.0989664,30832,rdffx
